LON,LAT,EDO,CLAVE,ESTACION,may-25
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",139.7
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",130.5
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",219.9
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",123
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",148.5
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",129
-96.843889,19.695833,VER,ACAVC,"Acatlán, Ver.",151.03
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",53.8
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",56
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",93.83
-96.736111,19.621667,VER,ALUVC,"Alto Lucero, Ver.",61.72
-97.673889,20.907222,VER,APCVC,"Alamo PC, Ver.",15.5
-95.4375,18.583333,VER,ARCVC,"Angel Rosario Cabada, Ver.",72.92
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",167
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",253.22
-96.971667,19.948889,VER,BUVVC,"Buena Vista Protección Civil, Ver.",83.4
-97.825833,21.214444,VER,CAMVC,"La Campechana, Ver. Protección Civil*",80.4
-94.253889,17.954444,VER,CB2VC,"Planta de bombeo 2 de La Cangrejera, Ver.",25
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",32.2
-96.994444,19.332778,VER,CDCVC,"Cosautlán de Carvajal, Ver.",286.02
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",133
-96.9025,20.172778,VER,CEPVC,"Pital Protección Civil, Ver",33.02
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",84.1
-96.881944,20.118889,VER,CHPVC,"Chapa Chapa Protección Civil, Ver.",28
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",63.5
-97.470556,20.253056,VER,CIRVC,"El Ciruelo, Ver. PC",63.12
-97.545,21.068333,VER,CLHVC,"Chalahuite, Ver.",40.91
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",294.11
-97.470833,20.252778,VER,COMVC,"Comalteco, Ver. PC",76.1
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",184.51
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",2.81
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",26.5
-96.666389,19.361667,VER,CUMVC,"La Cumbre, Ver.",79
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",4.064
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",4
-97.399167,20.2575,VER,ESPVC,"El Espinal, Ver.",51.63
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",1.12
-97.556389,20.179167,VER,FABVC,"La Fábrica Protección Civil, Ver.",137.8
-96.9975,18.897778,VER,FORVC,"Fortín, Ver.",249.6
-97.363889,21.092222,VER,GALVC,"Barra Galindo PC, Ver.",3.51
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",85.01
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",0
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",8
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",302.7
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",58
-96.554167,19.404167,VER,IDOVC,"Idolos, Ver.",12.8
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",25.4
-94.666667,17.95,VER,JALVC,"Jaltipán, Ver.",157.2
-95.033333,17.433333,VER,JCRVC,"Jesús Carranza, Ver.",65.01
-94.088889,17.873611,VER,JDCVC,"San José del Carmen, Ver.",89.5
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",227.52
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",139.9
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",37.5
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",126
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",82.83
-96.411111,19.261389,VER,LOFVC,"Loma Fina, Ver.",14.02
-97.236944,18.925278,VER,LOMAGRANDE,"Loma Grande, Ver. SMN*",61.3
-97.144722,20.018889,VER,LPAVC,"La Palmilla Protección Civil, Ver.",19.1
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",56.01
-97.1,19.65,VER,LVRVC,"Las Vigas de Ramírez, Ver.",98.8
-97.691111,20.274722,VER,MACVC,"Macedonio Alonso, Ver.",236
-97.048333,20.0675,VER,MDTVC,"Martínez de la Torre, Ver.",72.3
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",8.03
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",225.9
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",103.11
-97.097778,20.421944,VER,MRRVC,"El Morro, Ver. PC",48
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",153.1
-96.873611,19.650556,VER,NACVC,"Naolinco AC, Ver.",54.51
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",136.53
-98.503889,21.832222,VER,OLVVC,"El Olivo, Ver.",14.5
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",313.5
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",183.8
-96.399444,18.837778,VER,PARVC,"Paso Real Protección Civil, Ver.",0.22
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",254.6
-94.3775,18.103611,VER,PB3VC,"Planta de bombeo 3 de La Cangrejera, Ver.",49
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",61
-96.210833,18.931389,VER,PEPVC,"La Pepehua Protección Civil, Ver.",4.4
-97.268333,19.545,VER,PEROTESMN,"Perote, Ver. SMN*",65.02
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",224.9
-98.176667,22.06,VER,PNCVC,"Pánuco, Ver.",0.3
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",14
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",24.01
-98.356667,21.297778,VER,PSNVC,"Platón Sánchez, Ver.",93.6
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",201.24
-97.710556,20.274444,VER,PZAVC,"Progreso de Zaragoza, Ver. PC",44.6
-96.713889,20.157778,VER,RAUVC,"El Raudal, Ver.",2.6
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",120.3
-96.921389,19.578611,VER,SEDVC,"Sedeño, Ver.",221.7
-95.183333,18.45,VER,SIHVC,"Sihuapán, Ver.",65.01
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",107.21
-97.293056,19.696944,VER,SNTVC,"Santa Ana, Ver. PC",36.82
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",223
-95.212778,18.450833,VER,STXVC,"San Andrés Tuxtla AC, Ver.",56.5
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",60
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",389.1
-96.356389,18.449167,VER,TBPVC,"Tierra Blanca AC, Ver.",50.42
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",207.6
-96.797778,19.674444,VER,TEPVC,"Tepetlán, Ver.",2.5
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",116.84
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",22
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",48.4
-96.916667,19.811111,VER,TNCVC,"Tenochtitlán, Ver.",171.6
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",216.82
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",214.94
-98.153056,21.039722,VER,TRRVC,"Terrerillos, Ver.",110.5
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",48.11
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",42.6
-97.254167,20.573611,VER,VEDVC,"Poza Verde, Ver. PC",34.8
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",52.52
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",58.5
-96.950833,19.5625,VER,XAYVC,"Xalapa Plan de Ayala PC, Ver.",144.8
-96.929167,19.511944,VER,XBSVC,"Xalapa Base PC, Ver.",183.8
-96.863889,19.546667,VER,XCAVC,"Xalapa Castillo Protección Civil, Ver.",138.6
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",158.31
-96.916111,19.536944,VER,XCNVC,"Xalapa Constituyentes PC, Ver.",138.6
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",168.2
-96.901111,19.534722,VER,XDAVC,"Xalapa Dos de Abril, Ver.",156.3
-96.927222,19.541111,VER,XGEVC,"Xalapa Geografía PC, Ver.",125
-97.819167,21.205,VER,XILVC,"Ejido Xilitla, Ver. Protección Civil*",33.1
-96.935278,19.529167,VER,XIMVC,"Xalapa IMAC PC, Ver.",186
-96.918333,19.515833,VER,XMEVC,"Xalapa Ciencias Atmosféricas UV, Ver.",181.4
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",188.12
-96.898056,19.556667,VER,XMNVC,"Xalapa Minas PC, Ver.",185.4
-96.913611,19.569444,VER,XMRVC,"Xalapa Moral, Ver. PC*",199.6
-96.918611,19.576111,VER,XNAVC,"Xalapa Naranjal PC, Ver.",200.4
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",136.5
-96.871667,19.511667,VER,XOLVC,"Xalapa Olmos PC, Ver.",107.2
-96.923889,19.527222,VER,XPMVC,"Xalapa Palacio PC, Ver.",141.4
-96.915556,19.565833,VER,XREVC,"Xalapa Revolución, Ver.",194.2
-96.942222,19.550556,VER,XSMVC,"Xalapa Seminario PC, Ver.",141.2
-96.929444,19.563333,VER,XSPVC,"Xalapa Sefiplan PC, Ver.",70.9
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",174.4
-96.928056,19.720278,VER,XTOVC,"Xalapa TOV PC, Ver.",155.01
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",93
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",106.5
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",2.5
-89.218889,19.883056,YUC,BECYC,"Becanchén, Yuc.",126
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",30.2
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",3.6
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",76.1
-89.637778,21.030278,YUC,CICYC,"Centro de Investigación Científica, Yuc.",18.6
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",20
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",43.9
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",7.3
-89.642778,21.048889,YUC,FIYYC,"Facultad de Ingeniería Universidad Autónoma de Yucatán, Yuc.",19.9
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",35.71
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",28.81
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",30.1
-89.299444,21.102222,YUC,MTOYC,"Motul, Yuc.",12
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",6.1
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",10.5
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",82
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",2.41
-88.160278,21.571111,YUC,RILYC,"Río Lagartos, Yuc. SMN*",8.6
-89.046944,20.030278,YUC,TANYC,"Tantaquín, Yuc.",92.7
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",23.5
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",175.2
-88.216667,20.683333,YUC,VALLADOLIDob,"Observatorio de Valladolid, Yuc. SMN*",55
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",89.71
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",12.21
-102.733889,23.602222,ZAC,CFPZC,"Cañitas de Felipe Pescador, Zac",51.5
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",29.8
-101.389444,24.621389,ZAC,CORZC,"Concepción del Oro, Zac.",60
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",31.4
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",41.01
-103.35,21.645833,ZAC,EXCZC,"Miguel Alemán, Zac.",2.23
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",15.8
-103.093333,21.933333,ZAC,GJAZC,"General Joaquín Amaro, Zac.",28.12
-102.506667,22.745556,ZAC,GPEZC,"Guadalupe, Zac.",36.6
-103.605556,21.223889,ZAC,HITZC,"Huitzila, Zac.",1.01
-103.113889,21.404167,ZAC,JCHZC,"Juchipila, Zac.",2.3
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",7.74
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",36.89
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",32.5
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",27.05
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",55.7
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",28.5
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",19.9
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",36.3
-103.362222,21.212778,ZAC,MORZC,"Mezquital del Oro, Zac.",0
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",0
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",7.93
-102.269444,22.577778,ZAC,OCAZC,"Ojo Caliente, Zac.",23.7
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",44.6
-101.399167,22.117778,ZAC,PINZC,"Pino Suárez, Zac.",81.8
-102.903611,21.711111,ZAC,PMOZC,"Los Moraleños, Zac.",9.31
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",20.04
-102.8825,24.326111,ZAC,SFOZC,"San Francisco, Zac.",5.65
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",16.57
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",16.1
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",9.2
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",19.01
-102.864167,22.120556,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",27.6
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",20
-103.461944,21.468611,ZAC,TGOZC,"Teúl de González Ortega, Zac.",4.52
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",9.11
-102.345556,23.288889,ZAC,VCOZC,"Villa de Cos, Zac.",25
-101.917222,22.520278,ZAC,VGOZC,"Villa González Ortega, Zac.",77.72
-101.715833,22.347222,ZAC,VHGZC,"Villa Hidalgo, Zac.",25.72
-103.3375,21.588889,ZAC,VILZC,"José María Morelos, Zac.",0.03
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",2.25
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",5.62
