LON,LAT,EDO,CLAVE,ESTACION,ene-25
-95.869722,17.024722,OAX,HUYOX,"Huayapam, Oax.",0.0
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",0.0
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",0.0
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",4.0
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",88.0
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",0.0
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",0.0
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",0.0
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",0.0
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",37.8
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",121.1
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",0.0
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",0.4
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",11.2
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",0.0
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",0.0
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",0.0
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",0.0
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",8.4
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",33.8
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Juárez, Oax.",0.0
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",0.0
-95.916667,17.733333,OAX,RMLOX,"Río Manso Lalana, Oax.",59.4
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",0.0
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",25.0
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",166.0
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",0.0
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",6.4
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotlán, Oax.",11.5
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",10.5
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",23.0
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",30.9
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",48.2
-98.1425,17.501389,OAX,SLAOX,"Silacayoápam, Oax.",19.8
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",0.0
-97.492222,17.513333,OAX,TEPOX,"Teposcolula, Oax.",9.6
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",0.0
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",0.0
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",33.7
-94.833333,16.45,OAX,UHGOX,"Unión Hidalgo, Oax.",0.0
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",138.4
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",94.3
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",23.6
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",70.1
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",0.0
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",54.7
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",16.8
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",18.5
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",10.2
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",8.6
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",15.3
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",14.0
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",11.4
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",36.2
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",0.0
-97.881111,20.385833,PUE,AVCPB,"Avila Camacho, Pue.",71.2
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",37.7
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",0.0
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",18.0
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",17.0
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",10.1
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",28.4
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",2.6
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",10.5
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",11.0
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",14.5
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",128.0
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",14.0
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",12.5
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",51.9
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",13.3
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",21.3
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",16.0
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",69.8
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",0.1
-98.108611,18.9125,PUE,BDDPB,"Manuel Avila Camacho, Pue.",7.2
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",15.5
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",40.1
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",72.2
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",26.4
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",41.1
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",5.8
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",0.0
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",22.1
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",16.3
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",48.1
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",10.9
-98.433889,19.287222,PUE,SMTPB,"San Martín Texmelucan, Pue.",8.5
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",30.0
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",13.0
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",59.6
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",9.4
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",7.6
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",5.2
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",49.6
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",27.6
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",114.2
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",1.5
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",3.7
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",37.0
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",74.5
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",67.4
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",54.7
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",32.8
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",49.5
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",20.4
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",26.0
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",22.0
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",0.0
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",0.0
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",2.0
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",4.0
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",2.2
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",0.9
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",2.0
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",2.7
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",0.0
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",2.6
-100,20.3625,QRO,SJSQT,"San José, Qro.",0.5
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",66.3
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",97.9
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",88.1
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",280.1
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",20.4
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",142.6
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",76.2
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",201.5
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Juárez, Q. Roo. SEMAR*",40.6
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",6.0
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",13.5
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",0.0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",12.0
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Diaz Ordáz, Sin.",10.0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0.5
-108.333333,26.733333,SIN,CHOSI,"Choix Pueblo, Sin.",6.0
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",5.5
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0.0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0.0
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",0.0
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",0.0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",13.5
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0.0
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",0.0
-107.755833,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",0.0
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",5.0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0.0
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",0.0
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",10.0
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0.0
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",13.8
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",0.0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",5.1
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",24.5
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",0.0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",18.0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0.0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",29.0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",5.0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0.0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",13.8
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0.0
-108.583333,26.5,SIN,MHGSI,"Miguel Hidalgo, Sin.",0.0
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",6.0
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",0.0
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",14.1
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",1.6
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",14.0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",9.2
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",9.8
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",7.0
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",27.4
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",27.4
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",15.5
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",10.4
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0.0
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0.0
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",18.0
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",22.2
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",1.0
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",7.1
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",28.0
-100.548333,21.629444,SLP,TIESL,"La Muñeca, S.L.P.",1.3
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",2.3
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",19.7
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",20.2
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",12.1
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",2.2
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",42.9
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",2.4
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",2.7
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",0.7
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",3.5
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",9.8
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",1.7
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",1.8
-99.146111,21.8225,SLP,TNCSL,"Tanchachín, S.L.P.",105.8
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchachín, S.L.P. SGT*",105.8
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",0.7
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",5.2
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0.0
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",0.0
-108.937778,27.021667,SON,ALMSO,"Álamos, Son.",0.7
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",0.0
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",0.0
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",3.5
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",2.0
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",0.0
-111.921944,28.815,SON,BAHIAKINO,"Bahía de Kino, Son. SMN*",1.3
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",2.6
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0.0
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",0.0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0.0
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",4.5
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",0.0
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",3.1
-113.304722,31.68,SON,PINACATE,"El Pinacate, Son. SMN*",0.0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0.0
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",1.5
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",0.0
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0.0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",0.0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",0.0
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",2.6
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0.5
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",0.4
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",0.0
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0.0
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",5.2
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",0.0
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",0.3
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",13.3
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",5.8
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",3.8
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0.0
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",0.0
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",1.0
-114.797778,32.423889,SON,RCOLORADO,"San Luis Río Colorado, Son. SMN*",0.0
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",0.0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",0.0
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",8.5
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",0.5
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",0.0
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",2.0
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",53.1
-93.362778,17.865,TAB,CAMOAPA,"Camoapa, Tab. SGT*",12.8
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",121.2
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",101.0
-93,17.975,TAB,GONTB,"González, Tab.",136.2
-92.167222,18.100556,TAB,JONUTAHM,"Jonuta hidrométrica, Tab. SGT*",114.6
-92.976944,17.980278,TAB,POSTA,"La Posta, Tab. SGT*",138.2
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",172.7
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",138.6
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",114.7
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",89.0
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",186.6
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",121.4
-93.275556,17.996944,TAB,SAMTB,"SaMaría, Tab.",127.3
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",62.7
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",148.7
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",186.8
-92.333889,17.840556,TAB,TEPETITAN,"Tepetitán, Tab. SGT*",5.7
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",148.3
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",24.7
-99.145556,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",24.1
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",35.6
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",21.2
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",25.1
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",20.1
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",13.3
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",13.0
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",9.5
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",1.0
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",18.4
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",8.2
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",10.2
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",17.1
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",33.0
-97.844167,22.283889,TAMPS,MDRTP,"Madero, Tamps.",10.2
-98.705556,22.795833,TAMPS,MGSTP,"Magiscatzín Dos, Tamps.",2.3
-99.551944,24.567778,TAMPS,MAGTP,"Magueyes, Tamps.",18.8
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo Gómez, Tamps.",13.3
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",7.5
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",17.7
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",11.0
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",21.3
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",40.8
-98.903611,24.043889,TAMPS,PADTP,"Padilla, Tamps.",20.4
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",21.0
-99.555833,24.2475,TAMPS,PJMTP,"Pedro José Méndez, Tamps.",9.8
-99.019167,24.208056,TAMPS,PILTP,"Pilón, Tamps.",39.6
-97.8,25.8,TAMPS,PANTP,"Pueblo Anáhuac, Tamps.",28.0
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",8.8
-97.991944,23.259444,TAMPS,RSPTP,"República Española, Tamps.",13.3
-98,25.966667,TAMPS,RIBTP,"Río Bravo, Tamps.",25.4
-99.026111,22.843056,TAMPS,RFRTP,"Río Frío, Tamps.",10.0
-99.040833,26.374167,TAMPS,MGATP,"S J 1 2 Miguel Alemán, Tamps.",7.6
-98.8,26.25,TAMPS,CMGTP,"S J 2 11 Camargo, Tamps.",35.5
-98.5975,26.238056,TAMPS,CDOTP,"S J 2 18 Ciudad Díaz Ordaz, Tamps.",15.2
-98.883333,26.166667,TAMPS,RYNTP,"S J 2 9 Reynosa, Tamps.",13.5
-98.285833,26.079722,TAMPS,RYATP,"S J 3 42 Reynosa, Tamps.",13.5
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",14.5
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",47.4
-98.159167,24.841944,TAMPS,FDOTP,"San Fernando, Tamps.",9.5
-98.7875,23.085556,TAMPS,SGBTP,"San Gabriel, Tamps.",5.5
-97.876111,22.238333,TAMPS,TMPTP,"Sistema Lagunero del Río Tamesí, Tamps.",23.7
-98.421944,22.413611,TAMPS,TMSTP,"Tamesí, Tamps.",22.5
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",19.1
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",22.9
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",22.5
-97.804167,25.906111,TAMPS,VCATP,"Villa Cárdenas, Tamps.",33.1
-98.131389,19.428611,TLAX,APITL,"Apizaco, Tlax.",12.0
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",12.0
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",5.5
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",2.0
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",7.6
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",9.0
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",8.9
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",27.0
-96.843889,19.695833,VER,ACAVC,"Acatlán, Ver.",69.5
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",31.2
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",182.0
-97.68,20.93,VER,ALAVC,"Alamo Temapache, Ver.",32.3
-96.736111,19.621667,VER,ALUVC,"Alto Lucero, Ver.",32.9
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",49.3
-95.4375,18.583333,VER,ARCVC,"Angel Rosario Cabada, Ver.",241.0
-97.236944,19.885833,VER,ARRVC,"Arroyo Colorado, Ver. PC",72.8
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",90.1
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",79.0
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",43.9
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",27.7
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",19.4
-97.545,21.068333,VER,CLHVC,"Chalahuite, Ver.",10.7
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",50.9
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",77.9
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",95.3
-97.399167,20.2575,VER,ESPVC,"El Espinal, Ver.",37.2
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",6.2
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",42.0
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",80.0
-98.503889,21.832222,VER,OLVVC,"El Olivo, Ver.",7.5
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",50.3
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",74.4
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",45.0
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",57.9
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",28.0
-96.554167,19.404167,VER,IDOVC,"Idolos, Ver.",18.8
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",31.4
-95.033333,17.433333,VER,JCRVC,"Jesús Carranza, Ver.",39.5
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",286.5
