LON,LAT,EDO,CLAVE,ESTACION,abr-25
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",0.3
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",0
-102.197222,22.007222,AGS,CHOAG,"Cañada Honda, Ags.",0
-101.992222,21.897778,AGS,CNSAG,"Los Conos, Ags.",0
-102.296667,22.362778,AGS,CSOAG,"Cosío, Ags.",0.02
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",0
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",0
-102.371667,21.78,AGS,NGRAG,"El Niágara, Ags.",0
-102.001944,22.020556,AGS,NVLAG,"El Novillo, Ags.",0
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",0.5
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",0
-101.966667,21.916667,AGS,PALAG,"Palo Alto, Ags.",0
-102.279167,22.147222,AGS,PBLAG,"Pabellón, Ags.",0
-102.417222,22.141111,AGS,PECAG,"Plutarco Elías Calles, Ags.",0.01
-102.135,22.202778,AGS,PTOAG,"Puerto de la Concepción, Ags.",0
-102.4375,22.235,AGS,PTRAG,"Derivadora Pabellón, Ags.",0
-102.108889,21.885,AGS,SNVAG,"Sandovales, Ags.",0
-102.0675,22.097778,AGS,VJZAG,"Villa Juárez, Ags.",0
-116.204167,32.271944,BC,AGHBN,"Agua Hechicera, B.C.",25.4
-116.908333,32.444722,BC,ALRBN,"Abelardo L. Rodríguez, B.C.",6.01
-114.719167,29.727222,BC,CATAVINA,"Cataviña, B.C. SMN*",0
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",16
-116.828333,32.468056,BC,EFLBN,"El Florido, B.C.",9.23
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",2.91
-115.931389,30.517222,BC,ENBBN,"San Quintín, B.C.",0.2
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo León, B.C.",0
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",13.9
-115.1875,28.034444,BC,ISLACEDROSmar,"Isla Cedros, B.C. SEMAR*",0.5
-115.27,32.39,BC,MXCBN,"Mexicali, B.C.",0
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",0
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",5
-116.603333,31.891667,BC,PLOPEZZAMORA,"Presa Emilio López Zamora, B.C. SMN*",2.4
-116.205556,32.272222,BC,RUMOROSA,"La Rumorosa, B.C. SMN*",27.95
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",15.8
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",0
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0
-113.457222,27.6425,BCS,DIAZORDAZBN,"Gustavo Diaz Ordaz, B.C.S. SMN*",0
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",5
-114.051944,27.963056,BCS,GNGBS,"Guerrero Negro, B.C.S.",0
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",0
-110.059167,23.805,BCS,SANBS,"San Antonio, B.C.S.",0
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",0
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",0
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",0
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",0
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",21.2
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",5
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",0
-91.962778,20.203889,CAMP,CAYOARCASmar,"Cayo Arcas, Camp. SEMAR*",0
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",2.51
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",0
-91.046111,18.183056,CAMP,CNDCA,"Candelaria, Camp.",51.4
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",0.2
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",6.6
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",5
-89.848333,19.751944,CAMP,HPOCA,"Hopelchen, Camp.",0
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",0
-92.086944,18.253056,CAMP,PLZCA,"Palizada, Camp.",18
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",11
-89.860278,19.664444,CAMP,XCPCA,"Xcupil, Camp.",0
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",12.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",0.01
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",0
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",0
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",0
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",0
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",0
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",0
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",14.5
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",0
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",0
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",0
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",0
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",12
-107.072778,26.813056,CHIH,GRCCH,"Guerachi, Chih.",0
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",0
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",0.2
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",2.2
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",0
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",0
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",1.6
-108.14,29.18,CHIH,MDRCH,"Ciudad Madera, Chih.",28
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",0
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",0
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0.6
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",0.01
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",3
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",0
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",0
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",8.9
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0.5
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",51.6
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",13.3
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",98.8
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",5.8
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",197.5
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",38.1
-92.618056,16.963333,CHIS,CHALCHIHUITAN,"Chalchihuitán, Chis. SGT*",192
-93.131389,17.341389,CHIS,CHAPULTENANGO,"Chapultenango, Chis. SGT*",255.8
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",2.8
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",3.2
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",0
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",7.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",97.2
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",22.7
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitan, Chis. PC*",8.6
-92.113056,15.435833,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",2
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",35.7
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",19.9
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",194.4
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",65.7
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",6.8
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",6.2
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",244.5
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",60.8
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",99.4
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",42.3
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",146.71
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",136.1
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",0
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",148
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",301
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",22.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",37.1
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",84.7
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",103.1
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",20.3
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",7.9
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",0
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",12.7
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",88.1
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",15.8
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",7.9
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",102.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",17.6
-93.458611,17.446111,CHIS,PENCP,"Angel Albino Corzo, Chis.",70.3
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",29.61
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",7
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",5.6
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",11.2
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",118.5
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",6.5
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",167.4
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",90.7
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",15.6
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",35.4
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",18.8
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",6.1
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",38.3
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",26.1
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",11.1
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",50.1
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0.1
-92.243333,14.99,CHIS,TAMCP,"Malpaso 2, Chis.",285.7
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",13.5
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",108.1
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",3.4
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",63.4
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",4
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",95.2
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",17
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",13.3
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",21.8
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",1.5
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",2.5
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",0.5
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",0
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",12.9
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",1.4
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",5.1
-101.213056,28.399444,COAH,SANTACECILIA,"Santa Cecilia, Coah. SMN*",0
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",1.01
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",32
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0.02
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",5.2
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",1.01
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",0
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.804167,19.2125,COL,CQMCM,"Coquimatlán, Col.",0
-103.6,19.325,COL,CUACM,"Cuauhtémoc, Col.",0
-103.884444,19.111389,COL,DJLCM,"P. deriv. Gregorio T. Q. Jala, Col.",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",0
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",0
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",0
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"P. deriv. Peñitas, Col.",0
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.867778,18.911667,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",2.03
-99.235278,19.203333,DF,AJUSCOALTATEN,"Ajusco Alta Tensión, Cd. de Méx. SACMéx.",5.5
-99.197222,19.388611,DF,CAJA6IPSAYP,"Caja 6 IP San Antonio y Periferico, Cd. de Méx. SACMéx.",0
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",1.26
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",1.5
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",11.63
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",0.02
-99.021667,19.256111,DF,CERRILLOS,"Cerrillos, Cd. de Méx. SACMéx.",16.25
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SACMéx.",2.75
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",3.01
-99.077778,19.4775,DF,CRAEOCAVM,"San Juan de Aragón (CRAE OCAVM), Cd. de Méx. SACMéx.",0.5
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",0
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",0
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",0.25
-99.205,19.3,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",1
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",0.75
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",2.02
-99.073056,19.288611,DF,ELMOLINOCDMX,"El Molino, Cd. de Méx. SACMéx.",6
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",4.57
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",0.5
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",0
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de Méx.",0
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",6.25
-98.975,19.339167,DF,LACALDERA,"La Caldera Subestación eléctrica Santa Lucía, Méx. SACMéx.",7.75
-99.170556,19.286944,DF,LAJOYACDMX,"La Joya, Cd. de Méx. SACMéx.",2
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos (El Moral), Cd. de Méx.",4.75
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",4.75
-99.026944,19.187222,DF,MILPAALTADF,"Milpa Alta, Cd. de Méx. SACMéx.",9
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de Méx. SACMéx.",8.25
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de Méx.",0.75
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx.",0
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",0
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",2.01
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",0
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",0.76
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",0.25
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",1.01
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SACMéx.",0
-99.219444,19.285278,DF,PICACHOHOMUN,"Picacho Homun, Cd. de Méx. SACMéx.",1.75
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",0
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",1.27
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",2.54
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",1.52
-99.177222,19.328889,DF,POZOCU,"Pozo C.U., Cd. de Méx. SACMéx.",0.75
-99.235556,19.423611,DF,PRESAMIXCOAC,"Presa Mixcoac, Cd. de Méx. SACMéx.",1.75
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",1.78
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",0
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",1.27
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",0.75
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de Méx. SACMéx.",3.5
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",0
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",6.86
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",0
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",0
-99.17,19.4,DF,RCMDF,"Radio Comunicación, Cd. de Méx.",2.79
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de Méx. SACMéx.",3.5
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0.51
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",4.57
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",1
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",2.22
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de Méx. SACMéx.",1.5
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SACMéx.",4.5
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",11.94
-98.960556,19.320833,DF,SSCDF,"La Caldera Subestación eléctrica Santa Lucía, Méx.",0
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",1.25
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",2.28
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",2.03
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",0.25
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",0.25
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",2.29
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",4.32
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",3.3
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",6.86
-99.245833,19.274167,DF,ZACATON,"Zacatón, Cd. de Méx. SACMéx.",0
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.01
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",2
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",4
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",0
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",2
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",0
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",0
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",0
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",0
-105.0475,23.899167,DGO,NAVDR,"Navíos Viejos, Dgo.",0
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",0
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",0
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",0
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0.01
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",0
